,uniq_id,product_url,product_name,product_category_tree,pid,retail_price,discounted_price,image,description,product_rating,overall_rating,brand,product_specifications
31,e71017e224688489edfe856f2308806d,http://www.flipkart.com/indcrown-net-embroidered-semi-stitched-lehenga-choli-material/p/itmejx2n25hczzvh?pid=FABEJX2NHNKCYHKA,Indcrown Net Embroidered Semi-stitched Lehenga Choli Material,"[""Clothing >> Women's Clothing >> Ethnic Wear >> Fabric >> Lehenga Choli Material >> Indcrown Lehenga Choli Material >> Indcrown Net Embroidered Semi-stitched Lehenga C...""]",FABEJX2NHNKCYHKA,999,699,"[""http://img5a.flixcart.com/image/fabric/h/k/a/r-c-lehe-bt-indcrown-1000x1000-imaejbczsqzjrbfd.jpeg"", ""http://img5a.flixcart.com/image/fabric/h/k/a/r-c-lehe-bt-indcrown-original-imaejbczsqzjrbfd.jpeg"", ""http://img6a.flixcart.com/image/fabric/h/k/a/r-c-lehe-bt-indcrown-original-imaejbczsqwbk8yz.jpeg"", ""http://img5a.flixcart.com/image/fabric/h/k/a/r-c-lehe-bt-indcrown-original-imaejbczy6tcpa3x.jpeg"", ""http://img5a.flixcart.com/image/fabric/u/g/e/w-nd-black-lehe-bt-indcrown-original-imaejbczrdg3464f.jpeg""]","Key Features of Indcrown Net Embroidered Semi-stitched Lehenga Choli Material Ghagra Choli , Ghagra, Choli, Dupatta Set , Lehenga Choli , Lehenga, Choli and Dupatta Set .,Indcrown Net Embroidered Semi-stitched Lehenga Choli Material (Semi-stitched) Price: Rs. 699 We have not authorised any other seller to sell our brand Indcrown . Any seller doing so is selling fake Indcrown Products. Buy original Indcrown products from the seller "" indcrown‘’ only,Specifications of Indcrown Net Embroidered Semi-stitched Lehenga Choli Material (Semi-stitched) Fabric Details Fabric Net Type Semi-stitched Lehenga Choli Material General Details Pattern Embroidered Ideal For Women's Color Multicolor Fabric Care Dry clean or else Normal Hand Wash Additional Details Other Details Lehnga Choli is an Indian traditional ware also known as Chaniya Choli. We at Bolly Lounge offers you to attract compliments by this attractive Lehnga Choli made with fine quality material and beautiful work which can be worn for functions, festivals, parties and even office also. This Lehnga Choli ...View More Lehnga Choli is an Indian traditional ware also known as Chaniya Choli. We at Bolly Lounge offers you to attract compliments by this attractive Lehnga Choli made with fine quality material and beautiful work which can be worn for functions, festivals, parties and even office also. This Lehnga Choli is comes with unstitched material so it can be stitched according to your taste and preference. Stunning Self Designed Partywear Salwar Suit Gives A Trendy Look. Suit Having Fine Embroidery Work Over All. A Fine Fabric Used To Make It, It Will Be Comfortable In All Season. Style Code R C Lehe Bt In the Box 1 Lehenga Choli And Duppta Set",No rating available,No rating available,Indcrown,"{""product_specification""=>[{""key""=>""Fabric"", ""value""=>""Net""}, {""key""=>""Type"", ""value""=>""Semi-stitched Lehenga Choli Material""}, {""key""=>""Pattern"", ""value""=>""Embroidered""}, {""key""=>""Ideal For"", ""value""=>""Women's""}, {""key""=>""Color"", ""value""=>""Multicolor""}, {""value""=>""Dry clean or else Normal Hand Wash""}, {""key""=>""Other Details"", ""value""=>""Lehnga Choli is an Indian traditional ware also known as Chaniya Choli. We at Bolly Lounge offers you to attract compliments by this attractive Lehnga Choli made with fine quality material and beautiful work which can be worn for functions, festivals, parties and even office also. This Lehnga Choli ...View More Lehnga Choli is an Indian traditional ware also known as Chaniya Choli. We at Bolly Lounge offers you to attract compliments by this attractive Lehnga Choli made with fine quality material and beautiful work which can be worn for functions, festivals, parties and even office also. This Lehnga Choli is comes with unstitched material so it can be stitched according to your taste and preference. Stunning Self Designed Partywear Salwar Suit Gives A Trendy Look. Suit Having Fine Embroidery Work Over All. A Fine Fabric Used To Make It, It Will Be Comfortable In All Season.""}, {""key""=>""Style Code"", ""value""=>""R C Lehe Bt""}, {""value""=>""1 Lehenga Choli And Duppta Set""}]}"
35,5935ed077915347dc695744df68c565c,http://www.flipkart.com/kajci-embroidered-women-s-waistcoat/p/itmeg2fyaezq59fn?pid=WSCEG2FYDYFDSVZ6,KAJCI Embroidered Women's Waistcoat,"[""Clothing >> Women's Clothing >> Formal Wear >> Waistcoats >> KAJCI Waistcoats >> KAJCI Embroidered Women's Waistcoat""]",WSCEG2FYDYFDSVZ6,1200,699,"[""http://img5a.flixcart.com/image/waistcoat/v/z/6/lkod112-kajci-free-original-imaefwvnru9yxeee.jpeg"", ""http://img5a.flixcart.com/image/waistcoat/v/z/6/lkod112-kajci-free-original-imaefwvngrpzz7hf.jpeg"", ""http://img6a.flixcart.com/image/waistcoat/v/z/6/lkod112-kajci-free-original-imaefwvzfnbfqskk.jpeg"", ""http://img5a.flixcart.com/image/waistcoat/v/z/6/lkod112-kajci-free-original-imaefwvpj9z63znz.jpeg""]",Specifications of KAJCI Embroidered Women's Waistcoat General Details Pattern Embroidered Ideal For Women's Waistcoat Details Fabric Art Silk In the Box Waistcoat Additional Details Style Code LKOD112 Fabric Care Dry Clean Only,No rating available,No rating available,KAJCI,"{""product_specification""=>[{""key""=>""Pattern"", ""value""=>""Embroidered""}, {""key""=>""Ideal For"", ""value""=>""Women's""}, {""key""=>""Fabric"", ""value""=>""Art Silk""}, {""value""=>""Waistcoat""}, {""key""=>""Style Code"", ""value""=>""LKOD112""}, {""value""=>""Dry Clean Only""}]}"
37,b9b183aa18d3a721d2ac23e7184525b0,http://www.flipkart.com/pick-pocket-embroidered-women-s-waistcoat/p/itmefuv4c2beuazq?pid=WSCEFUV4TVWT73ZB,Pick Pocket Embroidered Women's Waistcoat,"[""Clothing >> Women's Clothing >> Formal Wear >> Waistcoats >> Pick Pocket Waistcoats >> Pick Pocket Embroidered Women's Waistcoat""]",WSCEFUV4TVWT73ZB,899,899,"[""http://img6a.flixcart.com/image/waistcoat/d/z/y/tl-012-pick-pocket-xxl-original-imaefurn2xrqf4ef.jpeg"", ""http://img5a.flixcart.com/image/waistcoat/d/z/y/tl-012-pick-pocket-xxl-original-imaefurn2xrqf4ef.jpeg"", ""http://img5a.flixcart.com/image/waistcoat/d/z/y/tl-012-pick-pocket-xxl-original-imaefurnfgxqnfyn.jpeg"", ""http://img5a.flixcart.com/image/waistcoat/d/z/y/tl-012-pick-pocket-xxl-original-imaefurn6tcq3fhz.jpeg"", ""http://img6a.flixcart.com/image/waistcoat/d/z/y/tl-012-pick-pocket-xxl-original-imaefurnjgst7nqg.jpeg""]",Specifications of Pick Pocket Embroidered Women's Waistcoat General Details Pattern Embroidered Occasion Casual Ideal For Women's Waistcoat Details Lining Polyester Fabric Bengal Silk Additional Details Style Code TL-012 Fabric Care First Time Dry Clean,No rating available,No rating available,Pick Pocket,"{""product_specification""=>[{""key""=>""Pattern"", ""value""=>""Embroidered""}, {""key""=>""Occasion"", ""value""=>""Casual""}, {""key""=>""Ideal For"", ""value""=>""Women's""}, {""key""=>""Lining"", ""value""=>""Polyester""}, {""key""=>""Fabric"", ""value""=>""Bengal Silk""}, {""key""=>""Style Code"", ""value""=>""TL-012""}, {""value""=>""First Time Dry Clean""}]}"
39,595f55f2c1293f07ea9ec9fa2bb39f46,http://www.flipkart.com/oye-boy-s-dungaree/p/itmef2xs6hvnapgy?pid=DRPEF2XSFBAP4SUZ,Oye Boy's Dungaree,"[""Clothing >> Kids' Clothing >> Boys Wear >> Dungarees & Jumpsuits >> Dungarees >> Oye Dungarees >> Oye Boy's Dungaree""]",DRPEF2XSFBAP4SUZ,899,764,"[""http://img6a.flixcart.com/image/dungaree-romper/9/z/d/bpr0015-oye-1-2-years-original-imaeeyu6ashttgyv.jpeg"", ""http://img5a.flixcart.com/image/dungaree-romper/9/z/d/bpr0015-oye-1-2-years-original-imaeeyu6ashttgyv.jpeg"", ""http://img6a.flixcart.com/image/dungaree-romper/9/z/d/bpr0015-oye-3-4-years-original-imaeeyu62txzhkhw.jpeg""]",Specifications of Oye Boy's Dungaree Top Details Number of Contents in Sales Package Pack of 1 Fabric Cotton Type Dungaree General Details Pattern Solid Ideal For Boy's In the Box 1 Dungaree,No rating available,No rating available,Oye,"{""product_specification""=>[{""key""=>""Number of Contents in Sales Package"", ""value""=>""Pack of 1""}, {""key""=>""Fabric"", ""value""=>""Cotton""}, {""key""=>""Type"", ""value""=>""Dungaree""}, {""key""=>""Pattern"", ""value""=>""Solid""}, {""key""=>""Ideal For"", ""value""=>""Boy's""}, {""value""=>""1 Dungaree""}]}"
59,d620fa0d35825bb3c0717e9d3446cc97,http://www.flipkart.com/roadster-men-s-zipper-solid-cardigan/p/itmedfy7ueuk5mfs?pid=CGNEDFY77SGZTEQ2,Roadster Men's Zipper Solid Cardigan,"[""Clothing >> Men's Clothing >> Winter & Seasonal Wear >> Cardigans >> Roadster Cardigans >> Roadster Men's Zipper Solid Cardigan""]",CGNEDFY77SGZTEQ2,1399,699,"[""http://img5a.flixcart.com/image/cardigan/e/q/2/1-1-872907-roadster-m-original-imaeczn7rzdcghrz.jpeg"", ""http://img6a.flixcart.com/image/cardigan/e/q/2/1-1-872907-roadster-l-original-imaeczn7g9zcqhny.jpeg"", ""http://img6a.flixcart.com/image/cardigan/e/q/2/1-1-872907-roadster-xl-original-imaeczn7jzbdrb6k.jpeg"", ""http://img5a.flixcart.com/image/cardigan/e/q/2/1-1-872907-roadster-xl-original-imaeczn7qygcgwqw.jpeg"", ""http://img5a.flixcart.com/image/cardigan/e/q/2/1-1-872907-roadster-xl-original-imaeczn7ncbz9r6t.jpeg""]","Key Features of Roadster Men's Zipper Solid Cardigan Fabric: 100% Acrylic Suitable For: Western Wear,Roadster Men's Zipper Solid Cardigan Price: Rs. 699 Navy blue and olive green cardigan, has a mock collar, a full zip closure, long raglan sleeves, two insert pockets, a ribbed hemLook stylish while beating the winter chill in this comfortable cardigan from Roadster. Team it with a pair of jeans and casual shoes when heading out for the day..,Specifications of Roadster Men's Zipper Solid Cardigan Cardigan Details Closure Zipper Sleeve Full Sleeve Number of Contents in Sales Package Pack of 1 Fabric 100% Acrylic General Details Pattern Solid Ideal For Men's Occasion Casual Fabric Care Machine-Wash Cold Additional Details Style Code 872907",3.6,3.6,Roadster,"{""product_specification""=>[{""key""=>""Closure"", ""value""=>""Zipper""}, {""key""=>""Sleeve"", ""value""=>""Full Sleeve""}, {""key""=>""Number of Contents in Sales Package"", ""value""=>""Pack of 1""}, {""key""=>""Fabric"", ""value""=>""100% Acrylic""}, {""key""=>""Pattern"", ""value""=>""Solid""}, {""key""=>""Ideal For"", ""value""=>""Men's""}, {""key""=>""Occasion"", ""value""=>""Casual""}, {""value""=>""Machine-Wash Cold""}, {""key""=>""Style Code"", ""value""=>""872907""}]}"
79,b129a98c7c0e905ca82fd73db63d9bd0,http://www.flipkart.com/mario-gotze-women-s-printed-casual-orange-shirt/p/itmejrchnshfzygz?pid=SHTEJRCHC5KESPYX,Mario Gotze Women's Printed Casual Orange Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Mario Gotze Shirts >> Mario Gotze Women's Printed Casual Orange Shirt""]",SHTEJRCHC5KESPYX,1499,899,"[""http://img5a.flixcart.com/image/shirt/x/z/8/rrcls-w-6107-mario-gotze-xl-original-imaejqq4yqhsfepr.jpeg"", ""http://img6a.flixcart.com/image/shirt/x/z/8/rrcls-w-6107-mario-gotze-xl-original-imaejqq44aqcrvgn.jpeg"", ""http://img6a.flixcart.com/image/shirt/x/z/8/rrcls-w-6107-mario-gotze-xl-original-imaejqq4srkrnzhr.jpeg"", ""http://img5a.flixcart.com/image/shirt/x/z/8/rrcls-w-6107-mario-gotze-xl-original-imaejqq4yhchphvu.jpeg""]","Key Features of Mario Gotze Women's Printed Casual Orange Shirt Fit: Slim Suitable For: Western Wear Sleeve: Full Sleeve Fabric: Cotton Color:Orange Pattern:Printed Number Of Contents In Package:1,Mario Gotze Women's Printed Casual Orange Shirt Price: Rs. 899 1 shirt,Specifications of Mario Gotze Women's Printed Casual Orange Shirt General Details Pattern Printed Ideal For Women's Occasion Casual Shirt Details Sleeve Full Sleeve Number of Contents in Sales Package Pack of 1 Brand Fit Slim Fabric Cotton Fit Slim Placket Classic Collar Additional Details Style Code RRCLS-W-6107",No rating available,No rating available,Mario Gotze,"{""product_specification""=>[{""key""=>""Pattern"", ""value""=>""Printed""}, {""key""=>""Ideal For"", ""value""=>""Women's""}, {""key""=>""Occasion"", ""value""=>""Casual""}, {""key""=>""Sleeve"", ""value""=>""Full Sleeve""}, {""key""=>""Number of Contents in Sales Package"", ""value""=>""Pack of 1""}, {""key""=>""Brand Fit"", ""value""=>""Slim""}, {""key""=>""Fabric"", ""value""=>""Cotton""}, {""key""=>""Fit"", ""value""=>""Slim""}, {""key""=>""Placket"", ""value""=>""Classic Collar""}, {""key""=>""Style Code"", ""value""=>""RRCLS-W-6107""}]}"
86,05324708277dbf2f3e8b55a660e91988,http://www.flipkart.com/discountgod-men-s-checkered-casual-shirt/p/itmeby72gtexzbbx?pid=SHTEBY72FGKPYBRU,Discountgod Men's Checkered Casual Shirt,"[""Clothing >> Men's Clothing >> Shirts >> Casual & Party Wear Shirts >> Discountgod Casual & Party Wear Shirts""]",SHTEBY72FGKPYBRU,750,590,"[""http://img5a.flixcart.com/image/shirt/g/x/r/denim-check-discountgod-m-1000x1000-imaebwfkhawzd6gn.jpeg"", ""http://img5a.flixcart.com/image/shirt/g/x/r/denim-check-discountgod-m-original-imaebwfkhawzd6gn.jpeg"", ""http://img6a.flixcart.com/image/shirt/g/x/r/denim-check-discountgod-l-original-imaebwfzftgrqgcn.jpeg"", ""http://img5a.flixcart.com/image/shirt/g/x/r/denim-check-discountgod-m-original-imaebr47sdhg34xj.jpeg"", ""http://img6a.flixcart.com/image/shirt/g/x/r/denim-check-discountgod-m-original-imaebwfmqnp9ythp.jpeg"", ""http://img6a.flixcart.com/image/shirt/g/x/r/denim-check-discountgod-l-original-imaebwfnwsvakecm.jpeg""]",Discountgod Men's Checkered Casual Shirt - Buy Blood Red Discountgod Men's Checkered Casual Shirt For Only Rs. 750 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com,No rating available,No rating available,Slim,"{""product_specification""=>[{""key""=>""Pattern"", ""value""=>""Checkered""}, {""key""=>""Ideal For"", ""value""=>""Men's""}, {""key""=>""Occasion"", ""value""=>""Casual""}, {""key""=>""Sleeve"", ""value""=>""Full Sleeve""}, {""key""=>""Closure"", ""value""=>""Button""}, {""key""=>""Number of Contents in Sales Package"", ""value""=>""Pack of 1""}, {""key""=>""Brand Fit"", ""value""=>""Slim""}, {""key""=>""Fabric"", ""value""=>""Cotton+ Denim""}, {""key""=>""Fit"", ""value""=>""Slim""}, {""key""=>""Style Code"", ""value""=>""Denim-check""}]}"
87,9b9dc9b2609d1ee4f5196221eca22eb7,http://www.flipkart.com/silver-streak-men-s-printed-casual-denim-shirt/p/itmeb5mnmvd4tzh5?pid=SHTEB5MNYHJJQGBJ,Silver Streak Men's Printed Casual Denim Shirt,"[""Clothing >> Men's Clothing >> Shirts >> Casual & Party Wear Shirts >> Silver Streak Casual & Party Wear Shirts""]",SHTEB5MNYHJJQGBJ,1299,599,"[""http://img6a.flixcart.com/image/shirt/g/b/j/ss-viv-pdnm-silver-streak-38-original-imaeb5bw53gfxmyz.jpeg"", ""http://img5a.flixcart.com/image/shirt/g/b/j/ss-viv-pdnm-silver-streak-38-original-imaeb5bw53gfxmyz.jpeg"", ""http://img6a.flixcart.com/image/shirt/g/b/j/ss-viv-pdnm-silver-streak-38-original-imaeb5bwxbqzeqzw.jpeg"", ""http://img6a.flixcart.com/image/shirt/g/b/j/ss-viv-pdnm-silver-streak-42-original-imaeb5bwvazjkrmf.jpeg"", ""http://img6a.flixcart.com/image/shirt/g/b/j/ss-viv-pdnm-silver-streak-38-original-imaeb5bwzpkupnfs.jpeg"", ""http://img6a.flixcart.com/image/shirt/g/b/j/ss-viv-pdnm-silver-streak-44-original-imaeb5bwk2tartst.jpeg""]",Silver Streak Men's Printed Casual Denim Shirt - Buy Blue Silver Streak Men's Printed Casual Denim Shirt For Only Rs. 1299 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com,No rating available,No rating available,Slim,"{""product_specification""=>[{""key""=>""Pattern"", ""value""=>""Printed""}, {""key""=>""Ideal For"", ""value""=>""Men's""}, {""key""=>""Occasion"", ""value""=>""Casual""}, {""key""=>""Sleeve"", ""value""=>""Full Sleeve""}, {""key""=>""Number of Contents in Sales Package"", ""value""=>""Pack of 1""}, {""key""=>""Brand Fit"", ""value""=>""Slim""}, {""key""=>""Fabric"", ""value""=>""Denim""}, {""key""=>""Fit"", ""value""=>""Slim""}, {""value""=>""1 Shirt""}, {""key""=>""Style Code"", ""value""=>""SS-VIV-PDNM""}]}"
95,f80ba21b9e77fe3a4d0e944f86305f8d,http://www.flipkart.com/reckler-slim-fit-men-s-jeans/p/itmecn2pzhhswznp?pid=JEAECN2PWUKFA9GJ,Reckler Slim Fit Men's Jeans,"[""Clothing >> Men's Clothing >> Jeans >> Reckler Jeans""]",JEAECN2PWUKFA9GJ,5398,2599,"[""http://img6a.flixcart.com/image/jean/q/c/q/rac-comboof2-8-reckler-32-original-imaecjywwb8afbzy.jpeg"", ""http://img5a.flixcart.com/image/jean/q/s/c/rac-7pcs-reckler-36-original-imaec2gjntgpztd4.jpeg"", ""http://img6a.flixcart.com/image/jean/q/s/c/rac-7pcs-reckler-36-original-imaec2gjtfzp7xsp.jpeg"", ""http://img6a.flixcart.com/image/jean/g/j/7/rac-03-reckler-30-original-imaec2gjrrcuj5mc.jpeg"", ""http://img6a.flixcart.com/image/jean/g/j/7/rac-03-reckler-34-original-imaec2gjexytgdwt.jpeg""]","Reckler Slim Fit Men's Jeans - Buy Light Blue, Shiny Black Reckler Slim Fit Men's Jeans For Only Rs. 5398 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com",No rating available,No rating available,Slim,"{""product_specification""=>[{""key""=>""Number of Contents in Sales Package"", ""value""=>""Pack of 2""}, {""key""=>""Brand Fit"", ""value""=>""Slim""}, {""key""=>""Fabric"", ""value""=>""Cotton""}, {""key""=>""Ideal For"", ""value""=>""Men's""}, {""key""=>""Style Code"", ""value""=>""RAC-COMBOOF2-8""}]}"
111,1ed3a04918640144f3c7b91edc15b493,http://www.flipkart.com/wrangler-skanders-fit-men-s-jeans/p/itmebmsca5uhgkhg?pid=JEAEBMSEEGG26RPV,Wrangler Skanders Fit Men's Jeans,"[""Clothing >> Men's Clothing >> Jeans >> Wrangler Jeans""]",JEAEBMSEEGG26RPV,2795,1817,"[""http://img5a.flixcart.com/image/jean/9/y/e/wrjn5625-wrangler-36-original-imaeb4z6zyzfuzbd.jpeg"", ""http://img6a.flixcart.com/image/jean/9/y/e/wrjn5625-wrangler-36-original-imaeb4z6cvtmpfyy.jpeg"", ""http://img6a.flixcart.com/image/jean/9/y/e/wrjn5625-wrangler-36-original-imaeb4z64zau3zrx.jpeg"", ""http://img5a.flixcart.com/image/jean/9/y/e/wrjn5625-wrangler-36-original-imaeb4z6xjchggz5.jpeg"", ""http://img5a.flixcart.com/image/jean/9/y/e/wrjn5625-wrangler-36-original-imaeb4z6nqj822mg.jpeg""]",Wrangler Skanders Fit Men's Jeans - Buy Brushed Black Wrangler Skanders Fit Men's Jeans For Only Rs. 2795 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com,No rating available,No rating available,Skanders,"{""product_specification""=>[{""key""=>""Closure"", ""value""=>""Button""}, {""key""=>""Number of Contents in Sales Package"", ""value""=>""Pack of 1""}, {""key""=>""Brand Fit"", ""value""=>""Skanders""}, {""key""=>""Fabric"", ""value""=>""Stretch""}, {""key""=>""Rise"", ""value""=>""Low Rise""}, {""key""=>""Wash"", ""value""=>""Dark Stone""}, {""key""=>""Fly"", ""value""=>""Zipper""}, {""key""=>""Ideal For"", ""value""=>""Men's""}, {""value""=>""Refer Wash Care Label on the product""}, {""key""=>""Style Code"", ""value""=>""WRJN5625""}]}"
130,a468d980aaecbf4e1018e341772669df,http://www.flipkart.com/wrangler-regular-fit-men-s-jeans/p/itme9pp3ufsbggh8?pid=JEAE9PP49AH6PQCW,Wrangler Regular Fit Men's Jeans,"[""Clothing >> Men's Clothing >> Jeans >> Wrangler Jeans""]",JEAE9PP49AH6PQCW,3295,1812,"[""http://img6a.flixcart.com/image/jean/q/c/w/626440-wrangler-32-original-imae9hdhvbvhwzeh.jpeg"", ""http://img5a.flixcart.com/image/jean/q/c/w/626440-wrangler-32-original-imae9hdhvbvhwzeh.jpeg"", ""http://img6a.flixcart.com/image/jean/q/c/w/626440-wrangler-38-original-imae9hdhfgc8s5gv.jpeg"", ""http://img6a.flixcart.com/image/jean/q/c/w/626440-wrangler-32-original-imae9hdhnhynbh3d.jpeg"", ""http://img6a.flixcart.com/image/jean/q/c/w/626440-wrangler-38-original-imae9hdhugjajzfh.jpeg"", ""http://img5a.flixcart.com/image/jean/q/c/w/626440-wrangler-38-original-imae9hdh5zjrrq9q.jpeg""]","Wrangler Regular Fit Men's Jeans
                         Price: Rs. 1,812
				
			A pair of blue 5-pocket low-rise lightly washed jeans, whiskers on the crotch and inner thighs, has a zip fly with a button closure on the front, a waistband with belt loops, a scoop pocket with metallic rivet detail on either side of the front, an embroidered branding near the left scoop pocket, a contrast coin pocket inside the right scoop pocket, a yoke on the back, two patch pockets on the back with metallic rivet and contrast stitched detail, contrast overlay on the left patch pocket, a contrast brand patch on the right patch pocket, whiskers on the knee on the back, and stitched detail throughout. Our stylist has paired these jeans with a belt. This pair of jeans does not come with a belt. This pair of jeans ensures a chic appeal. Team it up with a printed tee or a crop top, a pair of pumps and a statement watch to complement your look.
A pair of blue 5-pocket low-rise lightly washed jeans, whiskers on the crotch and inner thighs, has a zip fly with a button closure on the front, a waistband with belt loops, a scoop pocket with metallic rivet detail on either side of the front, an embroidered branding near the left scoop pocket, a contrast coin pocket inside the right scoop pocket, a yoke on the back, two patch pockets on the back with metallic rivet and contrast stitched detail, contrast overlay on the left patch pocket, a contrast brand patch on the right patch pocket, whiskers on the knee on the back, and stitched detail throughout. Our stylist has paired these jeans with a belt. This pair of jeans does not come with a belt. This pair of jeans ensures a chic appeal. Team it up with a printed tee or a crop top, a pair of pumps and a statement watch to complement your look.",No rating available,No rating available,Regular,"{""product_specification""=>[{""key""=>""Number of Contents in Sales Package"", ""value""=>""Pack of 1""}, {""key""=>""Brand Fit"", ""value""=>""Regular""}, {""key""=>""Fabric"", ""value""=>""Cotton, Polyester, Spandex Blend""}, {""key""=>""Rise"", ""value""=>""Low Rise""}, {""key""=>""Wash"", ""value""=>""Stone Wash""}, {""key""=>""Ideal For"", ""value""=>""Men's""}, {""value""=>""Machine Wash""}, {""key""=>""Style Code"", ""value""=>""626440""}]}"
